Date,Open,High,Low,Close,Adj Close,Volume
2019-10-15,51.930000,53.070000,51.830002,52.650002,51.463036,18878100
2019-10-16,52.349998,52.560001,52.119999,52.450001,51.267544,14769300
2019-10-17,52.639999,52.840000,51.380001,51.860001,50.690845,16533900
2019-10-18,51.750000,51.820000,51.029999,51.360001,50.202114,16974100
2019-10-21,51.520000,52.169998,51.340000,52.130001,50.954758,12189000
2019-10-22,51.900002,52.320000,51.889999,52.009998,50.837460,13114300
2019-10-23,51.369999,51.959999,51.200001,51.720001,50.553997,15887500
2019-10-24,52.090000,52.430000,51.430000,52.230000,51.052502,23413000
2019-10-25,54.189999,56.610001,53.919998,56.459999,55.187138,59767700
2019-10-28,56.380001,56.810001,56.060001,56.759998,55.480373,32307500
2019-10-29,56.369999,57.240002,56.240002,56.340000,55.069843,18155800
2019-10-30,56.320000,56.630001,55.619999,56.599998,55.323982,15248000
2019-10-31,56.330002,56.599998,55.619999,56.529999,55.255558,19249700
2019-11-01,55.939999,56.650002,55.619999,56.509998,55.236012,17953500
2019-11-04,56.930000,57.799999,56.849998,57.610001,56.311214,19068000
2019-11-05,57.470001,58.349998,57.209999,57.549999,56.252567,20865400
2019-11-06,57.490002,57.709999,56.980000,57.599998,56.611298,17721000
2019-11-07,58.000000,58.549999,57.860001,58.049999,57.053574,16962800
2019-11-08,57.849998,58.299999,57.310001,58.270000,57.269802,11888900
2019-11-11,57.970001,58.500000,57.900002,58.349998,57.348423,11228900
2019-11-12,58.400002,58.799999,58.029999,58.200001,57.201000,11952500
2019-11-13,57.869999,57.970001,57.349998,57.889999,56.896320,15332700
2019-11-14,57.610001,58.040001,57.570000,57.810001,56.817696,12119000
2019-11-15,58.169998,58.700001,57.619999,57.959999,56.965118,16112100
2019-11-18,57.700001,58.480000,57.570000,58.250000,57.250145,16097500
2019-11-19,58.480000,58.650002,57.750000,58.349998,57.348423,17061900
2019-11-20,58.259998,58.360001,57.369999,57.900002,56.906151,18542300
2019-11-21,57.490002,58.299999,57.410000,58.220001,57.220657,16139000
2019-11-22,58.340000,58.650002,57.490002,57.610001,56.621128,15690200
2019-11-25,58.000000,58.840000,58.000000,58.810001,57.800529,15011700
2019-11-26,58.950001,59.130001,58.450001,58.900002,57.888988,22338700
2019-11-27,58.529999,58.590000,57.910000,58.509998,57.505680,18184200
2019-11-29,58.150002,58.299999,57.790001,58.049999,57.053574,9481100
2019-12-02,58.549999,58.689999,57.470001,57.660000,56.670273,19154500
2019-12-03,56.860001,56.860001,55.750000,56.070000,55.107559,25737400
2019-12-04,56.660000,56.660000,55.860001,56.020000,55.058422,18881400
2019-12-05,56.410000,56.410000,55.759998,56.080002,55.117393,17673700
2019-12-06,56.660000,56.990002,56.419998,56.810001,55.834862,16476800
2019-12-09,56.540001,56.959999,56.500000,56.529999,55.559662,14298600
2019-12-10,56.709999,56.830002,56.439999,56.590000,55.618633,16157900
2019-12-11,56.910000,57.169998,56.580002,57.070000,56.090397,20051100
2019-12-12,56.750000,58.049999,56.610001,57.549999,56.562157,27883300
2019-12-13,57.549999,58.340000,57.380001,57.790001,56.798038,22795200
2019-12-16,58.209999,58.570000,57.650002,57.700001,56.709583,19131200
2019-12-17,58.000000,58.099998,57.130001,57.299999,56.316448,21653100
2019-12-18,57.389999,57.459999,56.939999,57.169998,56.188675,28261000
2019-12-19,57.169998,57.990002,56.970001,57.959999,56.965118,18865100
2019-12-20,58.320000,59.049999,57.889999,58.950001,57.938126,49953000
2019-12-23,59.060001,59.779999,59.040001,59.230000,58.213322,23593000
2019-12-24,59.250000,59.480000,59.160000,59.410000,58.390232,6313200
2019-12-26,59.410000,59.849998,59.349998,59.820000,58.793194,11480300
2019-12-27,59.910000,60.480000,59.900002,60.080002,59.048733,14085800
2019-12-30,59.990002,60.049999,59.380001,59.619999,58.596626,12750500
2019-12-31,59.619999,59.930000,59.360001,59.849998,58.822678,14432900
2020-01-02,60.240002,60.970001,60.220001,60.840000,59.795685,18056000
2020-01-03,59.810001,60.700001,59.810001,60.099998,59.068382,15293900
2020-01-06,59.590000,60.200001,59.330002,59.930000,58.901302,17755200
2020-01-07,59.779999,59.799999,58.889999,58.930000,57.918472,21876100
2020-01-08,58.889999,59.320000,58.520000,58.970001,57.957787,23133500
2020-01-09,59.049999,59.509998,58.830002,59.299999,58.282120,18813300
2020-01-10,59.570000,60.080002,58.869999,58.939999,57.928295,15200600
2020-01-13,59.169998,59.779999,59.080002,59.590000,58.567142,16453300
2020-01-14,59.490002,59.740002,59.189999,59.430000,58.409889,17051200
2020-01-15,59.299999,59.650002,58.750000,58.939999,57.928295,18498800
2020-01-16,59.259998,59.840000,59.070000,59.660000,58.635937,21365500
2020-01-17,59.980000,60.000000,59.240002,59.599998,58.576965,21803400
2020-01-21,59.810001,61.250000,59.790001,60.549999,59.510662,28358500
2020-01-22,61.040001,62.849998,60.970001,62.730000,61.653240,29475100
2020-01-23,62.860001,63.709999,62.810001,63.320000,62.233116,42778700
2020-01-24,66.570000,69.290001,66.459999,68.470001,67.294716,84711000
2020-01-27,66.720001,67.419998,65.599998,65.690002,64.562439,30764000
2020-01-28,66.500000,67.580002,65.940002,67.309998,66.154625,30915400
2020-01-29,67.629997,68.059998,66.169998,66.330002,65.191452,18055800
2020-01-30,65.639999,66.500000,64.930000,66.470001,65.329048,18522400
2020-01-31,65.800003,65.980003,63.669998,63.930000,62.832645,25268400
2020-02-03,64.459999,65.040001,64.300003,64.419998,63.314232,16654600
2020-02-04,65.769997,66.059998,64.919998,65.459999,64.336380,20970800
2020-02-05,66.690002,67.599998,66.129997,67.339996,66.184105,23401400
2020-02-06,67.300003,67.400002,66.769997,67.089996,66.263123,17408000
2020-02-07,66.860001,67.300003,66.010002,66.019997,65.206314,18134600
2020-02-10,65.559998,66.400002,65.440002,66.389999,65.571754,22299300
2020-02-11,66.830002,67.709999,66.570000,67.410004,66.579185,17975600
2020-02-12,67.599998,68.089996,67.309998,67.459999,66.628571,15586600
2020-02-13,66.989998,67.650002,66.739998,67.440002,66.608810,11602700
2020-02-14,67.519997,67.860001,66.820000,67.269997,66.440910,13405500
2020-02-18,66.660004,66.690002,65.879997,66.139999,65.324829,12758400
2020-02-19,66.389999,67.199997,66.180000,67.110001,66.282883,13551200
2020-02-20,67.040001,67.290001,64.559998,65.449997,64.643333,26452600
2020-02-21,65.180000,65.250000,64.040001,64.339996,63.547016,20775900
2020-02-24,61.610001,62.770000,61.320000,61.759998,60.998817,26903100
2020-02-25,61.990002,62.279999,59.459999,59.730000,58.993835,34495700
2020-02-26,60.110001,60.820000,59.270000,59.650002,58.914825,26190100
2020-02-27,57.930000,58.509998,55.799999,55.830002,55.141907,42226900
2020-02-28,54.299999,56.380001,53.599998,55.520000,54.835728,60721700
2020-03-02,55.790001,58.220001,54.520000,58.180000,57.462944,43140300
2020-03-03,58.029999,59.020000,55.400002,55.970001,55.280182,49740300
2020-03-04,57.009998,58.709999,56.160000,58.680000,57.956779,29223100
2020-03-05,57.060001,58.660000,56.610001,56.959999,56.257977,29099200
2020-03-06,55.180000,56.009998,54.540001,55.770000,55.082642,36259200
2020-03-09,51.919998,52.709999,50.000000,50.849998,50.223282,56197000
2020-03-10,52.759998,54.000000,50.430000,53.980000,53.314705,36569000
2020-03-11,52.389999,53.540001,51.009998,51.660000,51.023296,38563500
2020-03-12,47.990002,50.090000,45.369999,45.540001,44.978729,50661700
2020-03-13,48.259998,55.000000,47.740002,54.430000,53.759163,48805100
2020-03-16,47.509998,52.250000,43.630001,44.610001,44.060188,53878900
2020-03-17,45.759998,51.630001,45.200001,50.080002,49.462776,52085200
2020-03-18,46.709999,50.049999,45.200001,47.610001,47.023216,49309900
2020-03-19,47.840000,49.230000,45.160000,45.939999,45.373798,44538000
2020-03-20,46.509998,49.419998,45.470001,45.830002,45.265156,52344000
2020-03-23,46.020000,50.490002,45.910000,49.580002,48.968937,46698500
2020-03-24,53.139999,54.639999,51.349998,52.400002,51.754181,50019800
2020-03-25,52.480000,53.790001,49.910000,51.259998,50.628227,41106100
2020-03-26,51.740002,55.950001,51.660000,55.540001,54.855480,41459800
2020-03-27,53.419998,54.639999,52.070000,52.369999,51.724548,31633500
2020-03-30,52.990002,56.099998,52.830002,55.490002,54.806099,31628600
2020-03-31,55.060001,55.799999,53.220001,54.119999,53.452980,48074700
2020-04-01,52.500000,54.689999,51.430000,51.880001,51.240589,29586600
2020-04-02,51.290001,54.560001,51.220001,54.349998,53.680141,27810000
2020-04-03,53.849998,55.130001,52.730000,54.130001,53.462856,23906100
2020-04-06,56.630001,58.770000,56.119999,58.430000,57.709862,32323400
2020-04-07,59.939999,61.490002,58.209999,58.400002,57.680233,41410000
2020-04-08,58.990002,59.509998,57.910000,58.980000,58.253082,26719500
2020-04-09,59.360001,59.720001,56.060001,57.139999,56.435757,40515400
2020-04-13,56.570000,58.770000,56.570000,58.700001,57.976532,23251900
2020-04-14,60.040001,60.900002,59.509998,60.660000,59.912376,25674000
2020-04-15,59.740002,59.830002,58.389999,58.869999,58.144436,22841600
2020-04-16,59.610001,60.959999,58.810001,60.790001,60.040775,24433500
2020-04-17,62.020000,62.130001,59.830002,60.360001,59.616074,27385600
2020-04-20,59.279999,60.040001,58.889999,59.180000,58.450615,26420300
2020-04-21,58.110001,58.599998,55.930000,56.360001,55.665375,25248000
2020-04-22,58.270000,60.500000,57.810001,60.099998,59.359280,23443700
2020-04-23,59.669998,60.099998,58.810001,59.040001,58.312340,35092000
2020-04-24,56.200001,59.400002,56.099998,59.259998,58.529633,50220500
2020-04-27,59.720001,59.830002,58.389999,59.470001,58.737041,25902200
2020-04-28,59.990002,60.220001,58.259998,58.750000,58.025913,28784700
2020-04-29,59.439999,62.029999,59.320000,61.799999,61.038322,30451500
2020-04-30,61.369999,61.540001,59.750000,59.980000,59.240757,26256000
2020-05-01,58.830002,59.320000,57.310001,57.470001,56.761692,21194800
2020-05-04,57.119999,58.070000,56.310001,57.990002,57.275288,18957200
2020-05-05,58.790001,59.299999,58.349998,58.750000,58.025913,17252100
2020-05-06,59.040001,59.950001,58.939999,59.180000,58.780788,17848700
2020-05-07,59.930000,60.099998,58.919998,59.169998,58.770855,14733500
2020-05-08,59.669998,59.779999,59.049999,59.669998,59.267483,20391100
2020-05-11,59.740002,60.840000,59.709999,60.130001,59.724380,18663600
2020-05-12,60.220001,60.639999,58.259998,58.389999,57.996117,16754900
2020-05-13,58.450001,59.230000,56.900002,57.740002,57.350506,21065000
2020-05-14,57.320000,59.150002,56.099998,59.080002,58.681465,21569400
2020-05-15,57.400002,58.369999,56.959999,58.279999,57.886860,21373300
2020-05-18,59.740002,60.279999,59.360001,59.919998,59.515797,20443700
2020-05-19,60.130001,61.770000,59.849998,60.290001,59.883305,21865000
2020-05-20,61.160000,63.490002,61.020000,63.099998,62.674347,30584000
2020-05-21,63.099998,63.799999,61.820000,61.980000,61.561901,20987700
2020-05-22,61.980000,62.320000,61.419998,62.259998,61.840012,14103000
2020-05-26,63.680000,64.139999,62.119999,62.340000,61.919472,20933600
2020-05-27,62.320000,63.590000,61.070000,63.560001,63.131245,19886300
2020-05-28,63.000000,63.450001,61.490002,61.700001,61.283791,17253500
2020-05-29,61.900002,63.660000,61.619999,62.930000,62.505493,33395700
2020-06-01,62.490002,62.660000,61.660000,61.860001,61.442711,14317700
2020-06-02,61.700001,62.169998,60.830002,62.119999,61.700954,20702400
2020-06-03,62.450001,62.540001,61.529999,61.930000,61.512238,16737300
2020-06-04,61.740002,63.470001,61.340000,62.970001,62.545223,22010100
2020-06-05,63.360001,65.110001,63.160000,64.339996,63.905979,26813100
2020-06-08,63.970001,64.150002,62.939999,63.669998,63.240501,21546200
2020-06-09,62.990002,63.709999,62.900002,63.040001,62.614754,23594100
2020-06-10,62.790001,64.290001,62.750000,63.869999,63.439152,21367800
2020-06-11,63.070000,63.299999,59.520000,59.700001,59.297283,26998200
2020-06-12,60.110001,60.959999,58.119999,59.330002,58.929779,30404600
2020-06-15,59.330002,60.360001,58.580002,60.099998,59.694584,29651700
2020-06-16,61.490002,61.650002,59.490002,60.400002,59.992561,23226600
2020-06-17,60.740002,61.279999,60.060001,60.490002,60.081955,20442300
2020-06-18,60.349998,60.509998,59.320000,60.080002,59.674721,24899700
2020-06-19,60.650002,60.889999,59.099998,59.619999,59.217819,60336100
2020-06-22,59.730000,60.549999,58.830002,60.090000,59.684650,22846000
2020-06-23,60.189999,60.470001,59.860001,59.919998,59.515797,22809600
2020-06-24,59.639999,59.810001,58.669998,59.090000,58.691399,27764500
2020-06-25,58.980000,59.090000,57.480000,58.509998,58.115307,21906900
2020-06-26,58.490002,58.730000,57.070000,57.500000,57.112122,38477500
2020-06-29,57.470001,58.349998,56.759998,58.270000,57.876930,22150300
2020-06-30,58.709999,59.980000,58.540001,59.830002,59.426407,31542100
2020-07-01,59.910000,60.029999,58.759998,58.810001,58.413288,14748100
2020-07-02,59.189999,59.810001,58.970001,59.130001,58.731129,15578600
2020-07-06,58.720001,59.619999,58.599998,59.540001,59.138363,20536700
2020-07-07,59.070000,59.570000,58.139999,58.310001,57.916660,15996500
2020-07-08,58.450001,58.700001,57.930000,58.610001,58.214634,13277900
2020-07-09,58.200001,58.750000,57.700001,58.419998,58.025913,20683700
2020-07-10,57.950001,59.689999,57.830002,59.529999,59.128426,17742300
2020-07-13,59.840000,60.619999,58.389999,58.580002,58.184837,19082900
2020-07-14,57.869999,59.250000,57.349998,58.980000,58.582138,24190900
2020-07-15,59.029999,59.340000,58.419998,59.029999,58.631802,19986300
2020-07-16,58.540001,59.360001,58.400002,59.139999,58.741058,12425900
2020-07-17,59.419998,60.459999,59.279999,60.000000,59.595257,16322800
2020-07-20,60.080002,61.380001,59.340000,61.150002,60.737503,16868700
2020-07-21,61.520000,61.930000,60.439999,60.700001,60.290539,19830300
2020-07-22,61.310001,61.770000,60.619999,61.049999,60.638176,18959900
2020-07-23,61.259998,61.740002,59.980000,60.400002,59.992561,43518600
2020-07-24,52.150002,52.180000,49.500000,50.590000,50.248734,182269900
2020-07-27,51.029999,51.139999,49.470001,49.570000,49.235615,107526500
2020-07-28,49.480000,50.230000,49.139999,49.240002,48.907845,62362600
2020-07-29,49.490002,49.500000,47.900002,48.070000,47.745735,60500800
2020-07-30,47.830002,48.500000,47.590000,47.990002,47.666275,39735200
2020-07-31,48.130001,48.320000,46.970001,47.730000,47.408028,46569900
2020-08-03,48.270000,48.630001,47.740002,48.299999,47.974182,31767100
2020-08-04,48.599998,49.139999,48.500000,49.130001,48.798584,29045800
2020-08-05,49.720001,49.720001,48.660000,48.919998,48.590000,29471100
2020-08-06,48.790001,48.820000,48.099998,48.570000,48.570000,23795500
2020-08-07,48.529999,48.650002,47.700001,48.029999,48.029999,36746000
2020-08-10,48.200001,49.389999,48.060001,49.220001,49.220001,37442600
2020-08-11,49.630001,49.730000,48.060001,48.189999,48.189999,35348100
2020-08-12,48.669998,49.259998,48.240002,49.189999,49.189999,30687200
2020-08-13,49.259998,49.330002,48.389999,48.560001,48.560001,24774500
2020-08-14,48.730000,49.209999,48.650002,48.889999,48.889999,22321200
2020-08-17,49.110001,49.310001,48.730000,48.930000,48.930000,20018300
2020-08-18,49.259998,49.570000,48.619999,48.650002,48.650002,19251400
2020-08-19,48.790001,48.980000,48.250000,48.330002,48.330002,27775000
